name,sex,year_min,year_max,n_sum,year_pop
Naterra,F,1999,1999,5,1999
Nateyah,F,2008,2008,5,2008
Nathanaelle,F,2015,2015,5,2015
Nathel,F,1923,1923,5,1923
Naticha,F,1978,1978,5,1978
Natileigh,F,2011,2011,5,2011
Natiri,F,2019,2019,5,2019
Natsuyo,F,1926,1926,5,1926
Nattalia,F,2022,2022,5,2022
Natural,F,2004,2004,5,2004
Naturell,F,2009,2009,5,2009
Nautyca,F,1998,1998,5,1998
Navaeha,F,2010,2010,5,2010
Navami,F,2018,2018,5,2018
Navana,F,2017,2017,5,2017
Navay,F,2010,2010,5,2010
Navdia,F,2002,2002,5,2002
Navella,F,2020,2020,5,2020
Navera,F,2016,2016,5,2016
Nawa,F,2019,2019,5,2019
Nawar,F,1999,1999,5,1999
Nawatha,F,1941,1941,5,1941
Nayala,F,2004,2004,5,2004
Nayami,F,2006,2006,5,2006
Nayan,F,2008,2008,5,2008
Nayanah,F,2013,2013,5,2013
Nayelys,F,2007,2007,5,2007
Nayeri,F,2009,2009,5,2009
Nayleigh,F,2017,2017,5,2017
Naylen,F,2010,2010,5,2010
Naylet,F,2020,2020,5,2020
Naylia,F,2015,2015,5,2015
Naylie,F,2002,2002,5,2002
Nayona,F,2006,2006,5,2006
Naytasha,F,1997,1997,5,1997
Nayture,F,2021,2021,5,2021
Nayvia,F,2013,2013,5,2013
Nayya,F,1999,1999,5,1999
Nazarena,F,2004,2004,5,2004
Nazik,F,1994,1994,5,1994
Nazuri,F,2016,2016,5,2016
Ncole,F,1985,1985,5,1985
Ndey,F,2005,2005,5,2005
Neajah,F,2006,2006,5,2006
Neale,F,1965,1965,5,1965
Neana,F,1981,1981,5,1981
Neasa,F,2008,2008,5,2008
Neata,F,1918,1918,5,1918
Neatha,F,1940,1940,5,1940
Ned,F,1931,1931,5,1931
Neelee,F,1999,1999,5,1999
Neeru,F,1977,1977,5,1977
Nefateria,F,1978,1978,5,1978
Nefeteria,F,1975,1975,5,1975
Neghan,F,1985,1985,5,1985
Neiah,F,2016,2016,5,2016
Neicha,F,1981,1981,5,1981
Neidelin,F,2003,2003,5,2003
Neidelyn,F,2011,2011,5,2011
Neilany,F,2022,2022,5,2022
Neili,F,2006,2006,5,2006
Neilia,F,2017,2017,5,2017
Neilina,F,2016,2016,5,2016
Neilla,F,2010,2010,5,2010
Neiman,F,1992,1992,5,1992
Neissa,F,2002,2002,5,2002
Nekesia,F,1976,1976,5,1976
Nekki,F,1970,1970,5,1970
Nekol,F,1971,1971,5,1971
Nekya,F,2007,2007,5,2007
Nelba,F,1955,1955,5,1955
Neldean,F,1938,1938,5,1938
Nelitza,F,2001,2001,5,2001
Nellann,F,1947,1947,5,1947
Nellean,F,1919,1919,5,1919
Nellee,F,2008,2008,5,2008
Nellora,F,1919,1919,5,1919
Nelvie,F,1924,1924,5,1924
Nemah,F,2017,2017,5,2017
Neng,F,1982,1982,5,1982
Neorah,F,2016,2016,5,2016
Nequila,F,1983,1983,5,1983
Nerely,F,2007,2007,5,2007
Nerma,F,1925,1925,5,1925
Nervia,F,1920,1920,5,1920
Nerya,F,2012,2012,5,2012
Nerys,F,2014,2014,5,2014
Nesita,F,1995,1995,5,1995
Nesryn,F,2021,2021,5,2021
Nesya,F,2009,2009,5,2009
Nevach,F,2005,2005,5,2005
Nevaeah,F,2007,2007,5,2007
Nevaehia,F,2008,2008,5,2008
Nevaehtnes,F,2010,2010,5,2010
Nevalyn,F,2019,2019,5,2019
Nevan,F,2008,2008,5,2008
Nevara,F,2009,2009,5,2009
Nevayiah,F,2015,2015,5,2015
Nevi,F,2019,2019,5,2019
Nevie,F,2019,2019,5,2019
Nevine,F,1997,1997,5,1997
Nevyn,F,2007,2007,5,2007
Newton,F,1922,1922,5,1922
Neymar,F,2014,2014,5,2014
Nghia,F,1983,1983,5,1983
Ngocanh,F,1985,1985,5,1985
Ngozichukwu,F,2009,2009,5,2009
Nhala,F,2015,2015,5,2015
Nhan,F,1985,1985,5,1985
Nhien,F,2019,2019,5,2019
Niaa,F,2019,2019,5,2019
Niaje,F,2001,2001,5,2001
Niakia,F,1975,1975,5,1975
Nialee,F,2020,2020,5,2020
Niamarie,F,2013,2013,5,2013
Nicanora,F,1929,1929,5,1929
Nicara,F,1998,1998,5,1998
Nicaya,F,2002,2002,5,2002
Nicco,F,1970,1970,5,1970
Nichcole,F,1980,1980,5,1980
Niche,F,2001,2001,5,2001
Nichella,F,1967,1967,5,1967
Nichet,F,1974,1974,5,1974
Nichoal,F,1985,1985,5,1985
Nicholetta,F,1946,1946,5,1946
Nichy,F,2020,2020,5,2020
Niciah,F,2007,2007,5,2007
Nickcola,F,1969,1969,5,1969
Nickyla,F,2011,2011,5,2011
Nicoel,F,1980,1980,5,1980
Nicoleann,F,1987,1987,5,1987
Nicolete,F,1993,1993,5,1993
Nicoly,F,2008,2008,5,2008
Nicolyn,F,1979,1979,5,1979
Nicteha,F,2007,2007,5,2007
Nieja,F,1999,1999,5,1999
Niekia,F,1975,1975,5,1975
Niella,F,2022,2022,5,2022
Nienna,F,2020,2020,5,2020
Niera,F,2008,2008,5,2008
Nihaal,F,2016,2016,5,2016
Nihad,F,2010,2010,5,2010
Nihana,F,2021,2021,5,2021
Nihasvi,F,2018,2018,5,2018
Nijiah,F,2003,2003,5,2003
Nikai,F,2006,2006,5,2006
Nikara,F,1998,1998,5,1998
Nikata,F,1986,1986,5,1986
Nikayah,F,2007,2007,5,2007
Nikaylah,F,2009,2009,5,2009
Nikeea,F,1979,1979,5,1979
Nikel,F,1999,1999,5,1999
Nikeyia,F,1978,1978,5,1978
Nikhaule,F,1995,1995,5,1995
Nikitra,F,1976,1976,5,1976
Nikkei,F,1994,1994,5,1994
Nikkiah,F,2001,2001,5,2001
Nikkiya,F,1983,1983,5,1983
Nikolia,F,2020,2020,5,2020
Nikoma,F,1978,1978,5,1978
Nilajah,F,2008,2008,5,2008
Nilene,F,1953,1953,5,1953
Nilou,F,2022,2022,5,2022
Nilufar,F,1992,1992,5,1992
Nilyn,F,2005,2005,5,2005
Nimar,F,2018,2018,5,2018
Nimari,F,2022,2022,5,2022
Nimmy,F,1991,1991,5,1991
Nincy,F,2004,2004,5,2004
Ninia,F,1972,1972,5,1972
Ninnette,F,1969,1969,5,1969
Niola,F,2007,2007,5,2007
Niori,F,2021,2021,5,2021
Niosha,F,1992,1992,5,1992
Niquel,F,1977,1977,5,1977
Niquisha,F,1981,1981,5,1981
Nirah,F,2006,2006,5,2006
Niree,F,2008,2008,5,2008
Nirgun,F,2016,2016,5,2016
Nirmeen,F,2011,2011,5,2011
Nirobi,F,2021,2021,5,2021
Nishvika,F,2022,2022,5,2022
Nissan,F,1983,1983,5,1983
Nissie,F,2008,2008,5,2008
Nithika,F,2017,2017,5,2017
Nitoya,F,1980,1980,5,1980
Nitzy,F,2001,2001,5,2001
Niurca,F,2003,2003,5,2003
Nivetha,F,2003,2003,5,2003
Nivika,F,2021,2021,5,2021
Nivrithi,F,2020,2020,5,2020
Nix,F,2015,2015,5,2015
Nixmary,F,2006,2006,5,2006
Niyel,F,2003,2003,5,2003
Niyia,F,2005,2005,5,2005
Nizeria,F,2007,2007,5,2007
Nkao,F,1991,1991,5,1991
Nkara,F,2004,2004,5,2004
Nkayla,F,2002,2002,5,2002
Nkem,F,1979,1979,5,1979
Nkiyah,F,2004,2004,5,2004
Noaah,F,2015,2015,5,2015
Nobu,F,1917,1917,5,1917
Nobuye,F,1925,1925,5,1925
Noelany,F,2004,2004,5,2004
Noey,F,2022,2022,5,2022
Nohelly,F,1995,1995,5,1995
Nokia,F,2001,2001,5,2001
Nole,F,2005,2005,5,2005
Noleen,F,1957,1957,5,1957
Nolen,F,2014,2014,5,2014
Nolvia,F,2021,2021,5,2021
Nonah,F,1950,1950,5,1950
Noname,F,1998,1998,5,1998
Nondus,F,1915,1915,5,1915
Nooria,F,1999,1999,5,1999
Noorie,F,2022,2022,5,2022
Nooriyah,F,2020,2020,5,2020
Noorjahan,F,2014,2014,5,2014
Norajane,F,2018,2018,5,2018
Norakate,F,2016,2016,5,2016
Noralva,F,1979,1979,5,1979
Noranne,F,1954,1954,5,1954
Norarose,F,2022,2022,5,2022
Norda,F,1935,1935,5,1935
Norelia,F,2001,2001,5,2001
Norelys,F,2007,2007,5,2007
Noretha,F,1952,1952,5,1952
Noriel,F,2015,2015,5,2015
Noriene,F,1917,1917,5,1917
Norii,F,2022,2022,5,2022
Norika,F,2001,2001,5,2001
Normalea,F,1924,1924,5,1924
Normia,F,1939,1939,5,1939
Norretta,F,1937,1937,5,1937
Norseen,F,2022,2022,5,2022
Norvel,F,1941,1941,5,1941
Norvie,F,1938,1938,5,1938
Nouha,F,2004,2004,5,2004
Nouvelle,F,2008,2008,5,2008
Novajean,F,2018,2018,5,2018
Novalina,F,2020,2020,5,2020
Novalis,F,2020,2020,5,2020
Novarayne,F,2017,2017,5,2017
Novea,F,2018,2018,5,2018
Novela,F,1925,1925,5,1925
Novelia,F,1927,1927,5,1927
Novelyn,F,2017,2017,5,2017
Nunzia,F,1971,1971,5,1971
Nuoyi,F,2015,2015,5,2015
Nuzairah,F,2020,2020,5,2020
Nwamaka,F,1996,1996,5,1996
Nyagoa,F,2001,2001,5,2001
Nyaijah,F,2005,2005,5,2005
Nyailah,F,2008,2008,5,2008
Nyair,F,2020,2020,5,2020
Nyajiah,F,2006,2006,5,2006
Nyanah,F,2006,2006,5,2006
Nyarii,F,2021,2021,5,2021
Nyaylah,F,2018,2018,5,2018
Nyaziah,F,2009,2009,5,2009
Nycia,F,1999,1999,5,1999
Nydaisha,F,1997,1997,5,1997
Nyderah,F,1996,1996,5,1996
Nye,F,2020,2020,5,2020
Nyeasia,F,2000,2000,5,2000
Nyeelah,F,2019,2019,5,2019
Nyeka,F,1995,1995,5,1995
Nyele,F,2006,2006,5,2006
Nyemia,F,2005,2005,5,2005
Nyiana,F,2006,2006,5,2006
Nyibol,F,2018,2018,5,2018
Nykeesha,F,1978,1978,5,1978
Nykeya,F,1998,1998,5,1998
Nykiria,F,2001,2001,5,2001
Nylae,F,2013,2013,5,2013
Nylahh,F,2020,2020,5,2020
Nylaiah,F,2019,2019,5,2019
Nylajah,F,2010,2010,5,2010
Nylei,F,2016,2016,5,2016
Nyleia,F,2022,2022,5,2022
Nylen,F,2005,2005,5,2005
Nyleve,F,2011,2011,5,2011
Nylyn,F,2016,2016,5,2016
Nymira,F,2021,2021,5,2021
Nynaeve,F,2022,2022,5,2022
Nyne,F,2022,2022,5,2022
Nyoki,F,2020,2020,5,2020
Nyosha,F,1996,1996,5,1996
Nyraa,F,2022,2022,5,2022
Nyrareddy,F,2020,2020,5,2020
Nyrissa,F,2009,2009,5,2009
Nyshae,F,2002,2002,5,2002
Nyshay,F,2003,2003,5,2003
Nyvia,F,2009,2009,5,2009
Nyzeth,F,2003,2003,5,2003
Oakliegh,F,2021,2021,5,2021
Oana,F,2022,2022,5,2022
Oatha,F,1936,1936,5,1936
Obeda,F,1925,1925,5,1925
Obehi,F,2009,2009,5,2009
Ocella,F,1926,1926,5,1926
Octavio,F,1986,1986,5,1986
Octavious,F,1989,1989,5,1989
Odel,F,2013,2013,5,2013
Odesa,F,1920,1920,5,1920
Odete,F,1974,1974,5,1974
Odila,F,1981,1981,5,1981
Odra,F,1907,1907,5,1907
Ody,F,1961,1961,5,1961
Oella,F,1921,1921,5,1921
Oesha,F,1996,1996,5,1996
Ofir,F,2007,2007,5,2007
Oghenemine,F,2015,2015,5,2015
Ogheneruona,F,2016,2016,5,2016
Oghosa,F,2013,2013,5,2013
Ogochukwu,F,1995,1995,5,1995
Ogreta,F,1918,1918,5,1918
Oisha,F,2022,2022,5,2022
Ojaswi,F,2017,2017,5,2017
Okairy,F,2008,2008,5,2008
Okeema,F,1975,1975,5,1975
Okeima,F,1975,1975,5,1975
Oklahoma,F,1907,1907,5,1907
Olabisi,F,1996,1996,5,1996
Oladis,F,1996,1996,5,1996
Olesha,F,1975,1975,5,1975
Olethea,F,1990,1990,5,1990
Olexus,F,1996,1996,5,1996
Oley,F,1914,1914,5,1914
Oli,F,2020,2020,5,2020
Olibia,F,1979,1979,5,1979
Olida,F,1915,1915,5,1915
Olin,F,1926,1926,5,1926
Oliv,F,2022,2022,5,2022
Oliviafaith,F,2017,2017,5,2017
Oliviajane,F,2022,2022,5,2022
Olivija,F,2013,2013,5,2013
Olle,F,1916,1916,5,1916
Ollene,F,1916,1916,5,1916
Olli,F,2017,2017,5,2017
Ollye,F,1915,1915,5,1915
Olna,F,1937,1937,5,1937
Olsen,F,2020,2020,5,2020
Oluremi,F,1992,1992,5,1992
Olutoyin,F,1990,1990,5,1990
Oluwabukola,F,1992,1992,5,1992
Oluwabusola,F,2014,2014,5,2014
Oluwafeyikemi,F,2017,2017,5,2017
Oluwafisayo,F,2011,2011,5,2011
Oluwafunmilola,F,2014,2014,5,2014
Oluwayemisi,F,1996,1996,5,1996
Olyne,F,1917,1917,5,1917
Omarah,F,2011,2011,5,2011
Omarion,F,2003,2003,5,2003
Omarionna,F,2007,2007,5,2007
Omeisha,F,1995,1995,5,1995
Omeria,F,1956,1956,5,1956
Omika,F,1983,1983,5,1983
Omiya,F,2008,2008,5,2008
Omma,F,1936,1936,5,1936
Onaya,F,2004,2004,5,2004
Ondreya,F,1998,1998,5,1998
Oneatha,F,1940,1940,5,1940
Onetia,F,1918,1918,5,1918
Onezia,F,1894,1894,5,1894
Onice,F,2019,2019,5,2019
Onis,F,1921,1921,5,1921
Onnaleigh,F,2014,2014,5,2014
Ontaria,F,1997,1997,5,1997
Onyka,F,2004,2004,5,2004
Oppie,F,1916,1916,5,1916
Oralene,F,1936,1936,5,1936
Orcella,F,1933,1933,5,1933
Ordie,F,1922,1922,5,1922
Oreane,F,1919,1919,5,1919
Oreen,F,1921,1921,5,1921
Oreofeoluwa,F,2016,2016,5,2016
Orianne,F,2000,2000,5,2000
Orien,F,1919,1919,5,1919
Orietta,F,1922,1922,5,1922
Orina,F,1920,1920,5,1920
Oriole,F,1928,1928,5,1928
Orise,F,1919,1919,5,1919
Oriyana,F,2002,2002,5,2002
Orland,F,1926,1926,5,1926
Orleen,F,1919,1919,5,1919
Orlenda,F,1971,1971,5,1971
Orlidia,F,1944,1944,5,1944
Ormi,F,1916,1916,5,1916
Ororo,F,2021,2021,5,2021
Orothy,F,1925,1925,5,1925
Orr,F,2006,2006,5,2006
Orsola,F,1920,1920,5,1920
Osanna,F,2000,2000,5,2000
Osariemen,F,2016,2016,5,2016
Oshanique,F,2001,2001,5,2001
Oshanna,F,1978,1978,5,1978
Oshie,F,1908,1908,5,1908
Osiana,F,2003,2003,5,2003
Osiria,F,2015,2015,5,2015
Osnas,F,2010,2010,5,2010
Oteka,F,1939,1939,5,1939
Othal,F,1918,1918,5,1918
Otome,F,1921,1921,5,1921
Otsie,F,1922,1922,5,1922
Ottelia,F,1917,1917,5,1917
Ottillie,F,1886,1886,5,1886
Ourtney,F,1983,1983,5,1983
Ovel,F,1922,1922,5,1922
Ovianna,F,2020,2020,5,2020
Ovis,F,1916,1916,5,1916
Owetta,F,1975,1975,5,1975
Owsley,F,2017,2017,5,2017
Oyinlola,F,2016,2016,5,2016
Oysha,F,2021,2021,5,2021
Ozel,F,1925,1925,5,1925
Ozena,F,1915,1915,5,1915
Ozra,F,2022,2022,5,2022
Pada,F,1995,1995,5,1995
Padmini,F,1986,1986,5,1986
Padyn,F,2009,2009,5,2009
Paesleigh,F,2020,2020,5,2020
Paeten,F,2003,2003,5,2003
Paetin,F,2009,2009,5,2009
Pageant,F,1967,1967,5,1967
Pagen,F,1988,1988,5,1988
Paig,F,1990,1990,5,1990
Paij,F,2016,2016,5,2016
Paili,F,2006,2006,5,2006
Paisha,F,1992,1992,5,1992
Paisleyanne,F,2016,2016,5,2016
Paisleyjo,F,2016,2016,5,2016
Paisleyrae,F,2021,2021,5,2021
Paisliegh,F,2019,2019,5,2019
Paizlei,F,2018,2018,5,2018
Palmena,F,1922,1922,5,1922
Palmera,F,1917,1917,5,1917
Pamalia,F,1954,1954,5,1954
Pamara,F,1961,1961,5,1961
Pameal,F,1962,1962,5,1962
Pamilyn,F,1956,1956,5,1956
Pamlia,F,1969,1969,5,1969
Pamlyn,F,1959,1959,5,1959
Pamma,F,1954,1954,5,1954
Pammi,F,1961,1961,5,1961
Panchita,F,1964,1964,5,1964
Pandi,F,1960,1960,5,1960
Pandoria,F,1964,1964,5,1964
Pandra,F,1960,1960,5,1960
Panela,F,1963,1963,5,1963
Pannie,F,1923,1923,5,1923
Pansye,F,1917,1917,5,1917
Pantha,F,1888,1888,5,1888
Pany,F,1982,1982,5,1982
Panyia,F,1990,1990,5,1990
Paradyce,F,2005,2005,5,2005
Pardis,F,1990,1990,5,1990
Parie,F,1924,1924,5,1924
Parineeti,F,2016,2016,5,2016
Parinika,F,2017,2017,5,2017
Parise,F,1991,1991,5,1991
Parita,F,1992,1992,5,1992
Parizay,F,2019,2019,5,2019
Parleen,F,2009,2009,5,2009
Parniece,F,1923,1923,5,1923
Parri,F,1962,1962,5,1962
Parvathi,F,2013,2013,5,2013
Parwana,F,2022,2022,5,2022
Pashience,F,2009,2009,5,2009
Pasiley,F,2016,2016,5,2016
Pasley,F,2013,2013,5,2013
Passionae,F,2001,2001,5,2001
Passionate,F,1977,1977,5,1977
Patrichia,F,1962,1962,5,1962
Patriciaanne,F,1997,1997,5,1997
Patricio,F,1975,1975,5,1975
Patrisa,F,1965,1965,5,1965
Patritia,F,1936,1936,5,1936
Paty,F,1957,1957,5,1957
Patyn,F,2010,2010,5,2010
Paublita,F,1933,1933,5,1933
Pauleta,F,1919,1919,5,1919
Paulinda,F,1958,1958,5,1958
Paullina,F,1990,1990,5,1990
Paulyn,F,1967,1967,5,1967
Paulyna,F,1993,1993,5,1993
Pavelle,F,1984,1984,5,1984
Pavni,F,2012,2012,5,2012
Paxtynn,F,2019,2019,5,2019
Paycie,F,2009,2009,5,2009
Payslei,F,2016,2016,5,2016
Paytten,F,2009,2009,5,2009
Pearlann,F,1946,1946,5,1946
Pearletha,F,1950,1950,5,1950
Pearletta,F,1929,1929,5,1929
Peggylee,F,1949,1949,5,1949
Pellie,F,1899,1899,5,1899
Pemela,F,1966,1966,5,1966
Pendo,F,2022,2022,5,2022
Pene,F,1968,1968,5,1968
Penella,F,1952,1952,5,1952
Pennyann,F,1962,1962,5,1962
Pensacola,F,1916,1916,5,1916
Percious,F,1987,1987,5,1987
Peregrina,F,2006,2006,5,2006
Peria,F,1984,1984,5,1984
Perianne,F,1960,1960,5,1960
Persaya,F,2011,2011,5,2011
Perscilla,F,1986,1986,5,1986
Personna,F,1963,1963,5,1963
Pertrina,F,1966,1966,5,1966
Peru,F,2018,2018,5,2018
Petehn,F,2017,2017,5,2017
Petite,F,1960,1960,5,1960
Petria,F,1941,1941,5,1941
Petyon,F,2011,2011,5,2011
Peysley,F,2018,2018,5,2018
Peytonn,F,2014,2014,5,2014
Phalicia,F,1990,1990,5,1990
Phallen,F,1982,1982,5,1982
Pharaoh,F,2018,2018,5,2018
Pharon,F,1986,1986,5,1986
Pharren,F,1986,1986,5,1986
Pharyn,F,2014,2014,5,2014
Phawn,F,1976,1976,5,1976
Phebee,F,2013,2013,5,2013
Pheby,F,1918,1918,5,1918
Phenie,F,1896,1896,5,1896
Philippina,F,1898,1898,5,1898
Philistine,F,1954,1954,5,1954
Phillistine,F,1953,1953,5,1953
Philomen,F,1917,1917,5,1917
Phoebi,F,2011,2011,5,2011
Phonesavanh,F,1981,1981,5,1981
Phong,F,1985,1985,5,1985
Phoung,F,1991,1991,5,1991
Phronie,F,1897,1897,5,1897
Phuonganh,F,1990,1990,5,1990
Phylisia,F,1990,1990,5,1990
Picabo,F,1998,1998,5,1998
Piilani,F,1999,1999,5,1999
Pirley,F,1922,1922,5,1922
Pixley,F,1958,1958,5,1958
Plassie,F,1921,1921,5,1921
Platinum,F,2002,2002,5,2002
Plumeria,F,2022,2022,5,2022
Poetri,F,2008,2008,5,2008
Polixeni,F,1986,1986,5,1986
Polley,F,1947,1947,5,1947
Pondra,F,1974,1974,5,1974
Porcelain,F,2014,2014,5,2014
Porsia,F,1987,1987,5,1987
Posh,F,2022,2022,5,2022
Potter,F,2013,2013,5,2013
Pracilla,F,1991,1991,5,1991
Praisely,F,2021,2021,5,2021
Prakruti,F,2008,2008,5,2008
Pratyusha,F,2000,2000,5,2000
Pravallika,F,2004,2004,5,2004
Praylynn,F,2020,2020,5,2020
Preana,F,1990,1990,5,1990
Preciousa,F,2004,2004,5,2004
Precius,F,2000,2000,5,2000
Precyous,F,1990,1990,5,1990
Prenella,F,1951,1951,5,1951
Prenisha,F,1994,1994,5,1994
Presilla,F,1980,1980,5,1980
Presslee,F,2022,2022,5,2022
Prestin,F,2022,2022,5,2022
Pretto,F,1914,1914,5,1914
Pricsila,F,2004,2004,5,2004
Prielle,F,2017,2017,5,2017
Primm,F,2019,2019,5,2019
Princilla,F,1965,1965,5,1965
Princy,F,2015,2015,5,2015
Promysse,F,2019,2019,5,2019
Prophecy,F,2022,2022,5,2022
Prudance,F,2013,2013,5,2013
Prynn,F,2014,2014,5,2014
Puaolena,F,1985,1985,5,1985
Purlie,F,1928,1928,5,1928
Purnima,F,1998,1998,5,1998
Pypper,F,2012,2012,5,2012
Qadeera,F,1993,1993,5,1993
Qamari,F,2017,2017,5,2017
Qi,F,2015,2015,5,2015
Qiarah,F,1999,1999,5,1999
Qierra,F,1994,1994,5,1994
Qing,F,2003,2003,5,2003
Qiuana,F,1977,1977,5,1977
Qiyana,F,2020,2020,5,2020
Quadeshia,F,1994,1994,5,1994
Quadreka,F,1989,1989,5,1989
Qualani,F,2022,2022,5,2022
Qualesha,F,1991,1991,5,1991
Quamya,F,2009,2009,5,2009
Quanaisha,F,1993,1993,5,1993
Quaneeka,F,1992,1992,5,1992
Quanessa,F,1984,1984,5,1984
Quanetra,F,1990,1990,5,1990
Quanice,F,1989,1989,5,1989
Quanicia,F,1989,1989,5,1989
Quanise,F,1995,1995,5,1995
Quanishia,F,1993,1993,5,1993
Quannah,F,1978,1978,5,1978
Quantasha,F,1992,1992,5,1992
Quantiana,F,2001,2001,5,2001
Quanza,F,1983,1983,5,1983
Quashanda,F,1989,1989,5,1989
Quashanna,F,1997,1997,5,1997
Quashawn,F,1988,1988,5,1988
Quasheema,F,1986,1986,5,1986
Quatashia,F,1996,1996,5,1996
Quatrina,F,1979,1979,5,1979
Quayshawn,F,1991,1991,5,1991
Qubilah,F,1995,1995,5,1995
Queency,F,2010,2010,5,2010
Queene,F,1945,1945,5,1945
Queenell,F,1925,1925,5,1925
Queensley,F,2019,2019,5,2019
Quella,F,1918,1918,5,1918
Queneisha,F,1983,1983,5,1983
Queneshia,F,1983,1983,5,1983
Quenette,F,1980,1980,5,1980
Quennie,F,1919,1919,5,1919
Quentavia,F,1995,1995,5,1995
Queren,F,1995,1995,5,1995
Quesha,F,1990,1990,5,1990
Quetzy,F,1970,1970,5,1970
Quiandra,F,1994,1994,5,1994
Quimora,F,2005,2005,5,2005
Quinaya,F,1999,1999,5,1999
Quineka,F,1991,1991,5,1991
Quinessa,F,1979,1979,5,1979
Quinlin,F,2000,2000,5,2000
Quinly,F,2017,2017,5,2017
Quinncy,F,2013,2013,5,2013
Quinneshia,F,1987,1987,5,1987
Quinnette,F,1983,1983,5,1983
Quinnita,F,1985,1985,5,1985
Quintashia,F,1995,1995,5,1995
Quintell,F,1981,1981,5,1981
Quintesa,F,1991,1991,5,1991
Quiriat,F,2006,2006,5,2006
Quortney,F,1990,1990,5,1990
Qynn,F,2013,2013,5,2013
Raana,F,1992,1992,5,1992
Raani,F,2019,2019,5,2019
Raavee,F,2022,2022,5,2022
Rabaab,F,2022,2022,5,2022
Rabekka,F,2000,2000,5,2000
Rabihah,F,1978,1978,5,1978
Racey,F,2003,2003,5,2003
Rachelleann,F,1988,1988,5,1988
Rachelleanne,F,1991,1991,5,1991
Rachely,F,2004,2004,5,2004
Rachita,F,2002,2002,5,2002
Rachon,F,1982,1982,5,1982
Rackel,F,1985,1985,5,1985
Racqual,F,1983,1983,5,1983
Radell,F,1956,1956,5,1956
Radiyah,F,2021,2021,5,2021
Raeanah,F,2007,2007,5,2007
Raedynn,F,2018,2018,5,2018
Raelean,F,2014,2014,5,2014
Raeliana,F,2021,2021,5,2021
Raellen,F,1949,1949,5,1949
Raemarie,F,1969,1969,5,1969
Raemona,F,1986,1986,5,1986
Raenada,F,1980,1980,5,1980
Raenae,F,1959,1959,5,1959
Raene,F,2001,2001,5,2001
Raeniyah,F,2011,2011,5,2011
Raeola,F,1928,1928,5,1928
Raeona,F,2003,2003,5,2003
Raequel,F,1986,1986,5,1986
Raeyana,F,2007,2007,5,2007
Raeyanna,F,2001,2001,5,2001
Raeyna,F,2021,2021,5,2021
Rafaila,F,1928,1928,5,1928
Rafi,F,2020,2020,5,2020
Ragenia,F,1954,1954,5,1954
Raghavi,F,2009,2009,5,2009
Rahasia,F,1999,1999,5,1999
Rahat,F,1999,1999,5,1999
Rahjae,F,2001,2001,5,2001
Rahkia,F,1989,1989,5,1989
Rahlynn,F,2022,2022,5,2022
Rahmatullah,F,2019,2019,5,2019
Rahmiya,F,2021,2021,5,2021
Rahna,F,2011,2011,5,2011
Rahnasia,F,1993,1993,5,1993
Rahshida,F,1977,1977,5,1977
Raidah,F,2017,2017,5,2017
Raighlyn,F,2015,2015,5,2015
Raign,F,2022,2022,5,2022
Raihaanah,F,2001,2001,5,2001
Raiin,F,2018,2018,5,2018
Raika,F,2014,2014,5,2014
Raileen,F,2010,2010,5,2010
Railen,F,2011,2011,5,2011
Raily,F,2009,2009,5,2009
Railynne,F,2014,2014,5,2014
Raiqa,F,2008,2008,5,2008
Raiyana,F,2003,2003,5,2003
Rajani,F,1985,1985,5,1985
Rakiesha,F,1992,1992,5,1992
Rakshitha,F,2013,2013,5,2013
Raksmey,F,1986,1986,5,1986
Raleen,F,1956,1956,5,1956
Rally,F,2015,2015,5,2015
Ramada,F,1975,1975,5,1975
Ramari,F,2016,2016,5,2016
Ramatoulie,F,2005,2005,5,2005
Ramatu,F,2004,2004,5,2004
Rameisha,F,1988,1988,5,1988
Ramirah,F,2016,2016,5,2016
Ramzee,F,2007,2007,5,2007
Ranaa,F,2000,2000,5,2000
Randalle,F,1986,1986,5,1986
Randalynn,F,1980,1980,5,1980
Randeen,F,1950,1950,5,1950
Randeisha,F,1995,1995,5,1995
Randene,F,1950,1950,5,1950
Randesha,F,1991,1991,5,1991
Ranecia,F,1994,1994,5,1994
Ranesmae,F,2021,2021,5,2021
Ranjana,F,1989,1989,5,1989
Ranni,F,2022,2022,5,2022
Ranny,F,1992,1992,5,1992
Raquael,F,1995,1995,5,1995
Raquia,F,1994,1994,5,1994
Raquisha,F,1986,1986,5,1986
Rasheba,F,1982,1982,5,1982
Rasheedat,F,1992,1992,5,1992
Rasheeka,F,1993,1993,5,1993
Rashieka,F,1990,1990,5,1990
Rashondra,F,1991,1991,5,1991
Rasmine,F,1994,1994,5,1994
Rassie,F,1916,1916,5,1916
Ratchel,F,1925,1925,5,1925
Ratesha,F,1979,1979,5,1979
Rathany,F,1989,1989,5,1989
Raunda,F,1963,1963,5,1963
Ravenel,F,1919,1919,5,1919
Ravi,F,1968,1968,5,1968
Ravien,F,1993,1993,5,1993
Ravinder,F,1984,1984,5,1984
Ravine,F,1990,1990,5,1990
Ravonne,F,1959,1959,5,1959
Rayaa,F,2022,2022,5,2022
Raychael,F,1995,1995,5,1995
Raycine,F,1986,1986,5,1986
Raydean,F,1949,1949,5,1949
Rayeanna,F,2002,2002,5,2002
Rayegan,F,2013,2013,5,2013
